order_id,order_date,customer_name,customer_email,product_category,product_name,quantity,unit_price,discount_percent,shipping_cost,region,payment_method,order_status
101334,"March 15, 2025",Usman Wilson,usman.wilson@yahoo.com,clothing,Running Shoes,4,88.94,5.0,288.51,west,Cash on Delivery,Cancelled
100383,2025-01-20,Imran Brown,,Home and Kitchen,Cookware Set,2,$130.08,,9.42,east,paypal,completed
101342,2025/04/22,Laura Smith,laura.smith@hotmail.com,Sports,Dumbbell Set,5,89.23,0.0,-4.33,,Cash on Delivery,COMPLETED
100151,2025-03-22,Sana Shah,sana.shah@outlook.com,Books,Sapiens,5,21.06,0.0,11.34,S,cash on delivery,Pending
100340,2025-04-06,Usman Hussain,usman.hussain@outlook.com,BEAUTY,Makeup Kit,3,37.90,5.0,8.16,S,PayPal,Returned
100880,01-01-2025,zainab thomas,zainab.thomas@yahoo.com,sports & outdoors,Dumbbell Set,8,$92.98,5.0,9.77,N,Cash on Delivery,Pending
101165,2025/06/18,  John Raza  ,john.raza@hotmail.com,BOOKS,Deep Work,2,$19.94,0.0,7.31,,paypal,cancelled
100673,"January 08, 2025",Laura Thomas,laura.thomas@gmail.com,Beauty ,Perfume 50ml,4,$59.36,0.0,7.92,S,paypal,pending
100548,2025/06/20,maria malik,maria.malik@outlook.com,Sports & Outdoors,Hiking Backpack,6,61.54,0.0,3.52,SOUTH,Credit Card,Completed
100409,"February 03, 2025",rabia iqbal,rabia.iqbal@gmail.com,HOME & KITCHEN,Vacuum Cleaner,,166.25,0.0,9.57,N,PayPal,Returned
100108,2025/03/28,  Fatima Taylor  ,fatima.taylor@yahoo.com,Electronics ,Wireless Earbuds,7,$37.63,5.0,7.43,North,cash on delivery,completed
100666,2025-02-25,Rabia Davis,rabia.davis@yahoo.com,CLOTHING,Winter Coat,2,125.78,5.0,,S,paypal,pending
100746,"May 14, 2025",David Anderson,david.anderson@gmail.com,BOOKS,The Pragmatic Programmer,6,33.37,0.0,7.88,South,Cash on Delivery,pending
100432,06/04/2025,james moore,james.moore@yahoo.com,CLOTHING,Cotton T-Shirt,7,14.66,5.0,1.61,SOUTH,cash on delivery,COMPLETED
100346,07-02-2025,David Sheikh,david.sheikh@gmail.com,beauty,Makeup Kit,6,$38.99,0.0,6.42,S,paypal,completed
100275,28/05/2025,Sana Iqbal,sana.iqbal@hotmail.com,Books,Sapiens,4,19.49,0.0,8.93,West,Debit Card,COMPLETED
100652,10-06-2025,bilal thomas,bilal.thomas@gmail.com,home & kitchen,Air Fryer,2,91.09,0.0,6.04,East,Debit Card,Returned
100360,2025-01-17,Hina Smith,hina.smith@hotmail.com,Home and Kitchen,Blender,4,$47.70,15.0,-12.43,EAST,paypal,COMPLETED
100905,2025-01-05,David Brown,david.brown@gmail.com,Clothing,Winter Coat,3,119.54,0.0,7.58,SOUTH,Debit Card,Cancelled
100037,25-04-2025,Mariam Miller,mariam.miller@hotmail.com,Home and Kitchen,Air Fryer,8,83.61,0.0,7.91,West ,PayPal,completed
101340,2025-06-19,Kamran Moore,kamran.moore@hotmail.com,Beauty ,Shampoo 500ml,4,$11.18,10.0,,W,paypal,Returned
100668,23/05/2025,Nida Khan,nida.khan@yahoo.com,Home & Kitchen,Air Fryer,4,$99.95,0.0,6.0,South,PayPal,COMPLETED
101215,16-01-2025,Omar Shah,,Home & Kitchen,Knife Set,4,39.44,0.0,12.27,WEST,Credit Card,Completed
100731,2025/05/10,James Davis,james.davis@outlook.com,Electronic,Bluetooth Speaker,3,$61.64,0.0,5.21,West ,Cash on Delivery,Completed
101050,24-03-2025,Hina Thomas,hina.thomas@gmail.com,beauty,Sunscreen SPF50,1,$16.21,5.0,,WEST,PayPal,Cancelled
100748,12-04-2025,Omar Ahmed,omar.ahmedhotmail.com,electronics,Laptop Stand,5,$26.53,5.0,3.82,S,PayPal,Completed
100919,01-02-2025,Ali Davis,ali.davis@hotmail.com,BOOKS,The Pragmatic Programmer,2,35.19,0.0,4.41,West,paypal,COMPLETED
101302,2025/02/23,Robert Miller,robert.miller@hotmail.com,Sports and Outdoors,Camping Tent,1 units,,70.7,12.06,WEST,Credit Card,cancelled
100506,"June 23, 2025",Ahmed Ali,,clothing,Formal Shirt,2,$33.74,0.0,7.05,West,paypal,Returned
100127,2025-04-26,James Ali,james.ali@outlook.com,Sports and Outdoors,Camping Tent,1,$148.45,0.0,12.81,S,Cash on Delivery,Returned
101226,2025/01/12,Ayesha Johnson,ayesha.johnson@hotmail.com,home & kitchen,Cookware Set,8,$133.96,5.0,8.24,North,paypal,Completed
100999,06/01/2025,Michael Shah,michael.shah@gmail.com,CLOTHING,Winter Coat,7,$119.64,0.0,6.54,east,debit card,returned
100962,2025-03-24,NIDA JOHNSON,nida.johnson@yahoo.com,sports & outdoors,Yoga Mat,3,$26.42,10.0,8.91,WEST,cash on delivery,Returned
100547,2025/01/04,Robert Malik,robert.malik@hotmail.com,books,Deep Work,7,18.8,5.0,9.51,SOUTH,credit card,Cancelled
100468,05-03-2025,Zainab Raza,zainab.raza@outlook.com,CLOTHING,Winter Coat,7,$118.05,0.0,6.53,West ,PayPal,Cancelled
100838,2025/02/17,NIDA JOHNSON,nida.johnson@hotmail.com,Home and Kitchen,Air Fryer,,$97.67,5.0,10.41,north,,Completed
100284,06-04-2025,AHMED SMITH,ahmed.smith@hotmail.com,Beauty ,Shampoo 500ml,8,$13.13,0.0,13.26,South,Credit Card,COMPLETED
100004,21/05/2025,Rabia Smith,rabia.smith@outlook.com,BEAUTY,Sunscreen SPF50,1,16.04,10.0,9.4,east,CREDIT CARD,Pending
100170,2025/02/23,sara iqbal,sara.iqbal@gmail.com,Beauty,Perfume 50ml,8,57.45,0.0,3.49, North,Credit Card,Returned
100060,25-01-2025,Bilal Hussain,bilal.hussain@outlook.com, Clothing,Formal Shirt,7,35.49,0.0,8.66,north,credit card,COMPLETED
100992,01-02-2025,hassan anderson,hassan.anderson@hotmail.com,Home&Kitchen,Knife Set,N/A,$39.88,0.0,6.25,West,CREDIT CARD,completed
101025,2025-01-01,Bilal Taylor,bilal.taylor@outlook.com,Sports,Hiking Backpack,5,64.49,5.0,11.8,E,,Pending
100828,2025/06/29,fatima khan,fatima.khanhotmail.com,Home&Kitchen,Knife Set,7,$38.23,5.0,7.89,NORTH,paypal,Completed
100895,20/03/2025,Omar Ali,omar.ali@gmail.com, Electronics,USB-C Hub,4,36.73,,3.54,S,Credit Card,COMPLETED
100454,2025/03/14,FATIMA AHMED,fatima.ahmedyahoo.com,Clothing,Denim Jacket,6,$59.23,0.0,10.75,N,Cash on Delivery,returned
100189,"May 17, 2025",Hina Sheikh,hina.sheikh@gmail.com,Beauty,Sunscreen SPF50,2 units,$15.00,0.0,,West,CREDIT CARD,Pending
100564,2025-02-04,Sarah Hussain,sarah.hussain@hotmail.com, Clothing,Cotton T-Shirt,6,$14.59,5.0,7.53,EAST,Debit Card,Completed
100735,12-03-2025,Zain Shah,zain.shah@gmail.com,Sports and Outdoors,Dumbbell Set,N/A,$89.19,0.0,9.81,West,CREDIT CARD,returned
101196,08/03/2025,Ahmed Moore,ahmed.moore@hotmail.com,Electronics,Wireless Earbuds,5,$38.90,10.0,12.04,E,cash on delivery,COMPLETED
101224,2025-03-16,HINA KHAN,hina.khan@outlook.com,sports & outdoors,Hiking Backpack,3,,0.0,2.2,north,PayPal,completed
100488,2025/01/17,  Emily Johnson  ,emily.johnson@yahoo.com,clothing,Wool Sweater,4,$43.36,0.0,9.38,S,Credit Card,returned
100370,2025/01/12,Bilal Thomas,bilal.thomas@gmail.com,Electronic,Bluetooth Speaker,3,62.09,10.0,,West,Debit Card,pending
100430,24-02-2025,John Ahmed,john.ahmed@gmail.com,Home and Kitchen,Coffee Maker,7,70.87,0.0,7.93,north,debit card,Pending
100501,"June 09, 2025",  Ahmed Johnson  ,ahmed.johnsonyahoo.com,Sports and Outdoors,Yoga Mat,8,24.21,0.0,8.99, North,Cash on Delivery,Returned
100990,2025/06/08,Emily Anderson,emily.anderson@outlook.com,Clothing,Wool Sweater,5,$41.39,20.0,5.96,South,Credit Card,cancelled
101080,"May 19, 2025",Hassan Wilson,hassan.wilson@yahoo.com,Books,Python Crash Course,5,28.71,,8.77,NORTH,PayPal,Pending
100372,"March 04, 2025",Ahmed Iqbal,ahmed.iqbal@hotmail.com,CLOTHING,Running Shoes,2,$78.90,0.0,7.28, North,PayPal,Returned
101188,2025/02/13,Ahmed Shah,ahmed.shah@gmail.com,Clothing,Winter Coat,2,130.05,0.0,4.43,north,Debit Card,Returned
101246,"June 24, 2025",Imran Johnson,imran.johnson@yahoo.com,BEAUTY,Face Serum,1,$24.77,0.0,6.58,east,Cash on Delivery,returned
101278,"January 14, 2025",Omar Moore,omar.moore@outlook.com,books,Python Crash Course,8,29.72,0.0,12.29,east,Debit Card,Pending
100783,2025-04-16,Sana Johnson,sana.johnson@hotmail.com,Electronics ,Laptop Stand,7,26.87,,9.95,N,debit card,cancelled
100027,30-01-2025,John Miller,john.miller@yahoo.com,Sports & Outdoors,Hiking Backpack,8,71.59,0.0,6.91,W,credit card,Cancelled
100713,2025/01/21,rabia johnson,rabia.johnsonyahoo.com,Sports and Outdoors,Water Bottle,5,12.76,0.0,10.54,WEST,cash on delivery,pending
100832,25/01/2025,Hina Ali,hina.aliyahoo.com,CLOTHING,Cotton T-Shirt,-1,14.42,0.0,14.63,S,credit card,COMPLETED
100330,2025-05-26,Ayesha Brown,ayesha.brown@outlook.com,Beauty,Perfume 50ml,3 units,57.01,10.0,9.9,E,PayPal,Returned
100534,2025-02-02,Sarah Ahmed,,Home and Kitchen,Vacuum Cleaner,7,159.55,0.0,11.79,west,cash on delivery,COMPLETED
100975,04-01-2025,Ahmed Moore,ahmed.moore@hotmail.com,Sports & Outdoors,Cycling Helmet,6,43.37,0.0,4.18,North,cash on delivery,Completed
100213,08/05/2025,HINA IQBAL,hina.iqbal@yahoo.com,HOME & KITCHEN,Blender,3,54.02,10.0,6.78,East,Credit Card,returned
100565,07-06-2025,Bilal Malik,bilal.malik@gmail.com,electronics,Webcam HD,N/A,42.81,5.0,8.54,East,cash on delivery,pending
100899,15/04/2025,John Taylor,john.taylor@gmail.com,sports & outdoors,Dumbbell Set,2,$96.29,5.0,9.49,SOUTH,PayPal,cancelled
100463,2025/02/17,Ali Davis,ali.davis@gmail.com, Electronics,Wireless Earbuds,2,42.49,0.0,9.01,West ,Credit Card,Pending
101075,2025-03-26,Maria Moore,maria.moore@gmail.com,beauty,Sunscreen SPF50,8,$15.52,0.0,7.81,North,Credit Card,COMPLETED
100199,22-04-2025,Ahmed Anderson,ahmed.anderson@gmail.com, Books ,Atomic Habits,,$16.28,5.0,12.83,South,Cash on Delivery,Pending
100860,"March 28, 2025",emily butt,,Home and Kitchen,Coffee Maker,8,74.79,,10.9,north,Credit Card,pending
100677,2025-02-16,Nida Brown,nida.brown@outlook.com,CLOTHING,Running Shoes,7,$82.25,10.0,8.62,west,CREDIT CARD,COMPLETED
101276,2025/06/23,OMAR MILLER,omar.miller@outlook.com, Electronics,Webcam HD,6,$47.95,5.0,8.71,WEST,paypal,cancelled
101333,"January 23, 2025",ZAIN ANDERSON,zain.anderson@hotmail.com,CLOTHING,Running Shoes,2,75.69,10.0,9.8,W,Debit Card,COMPLETED
100216,2025/05/07,Ahmed Anderson,ahmed.anderson@hotmail.com,Beauty ,Makeup Kit,6,$41.04,5.0,10.1,E,paypal,cancelled
101138,"January 29, 2025",Anna Khan,anna.khan@outlook.com,Electronics,Webcam HD,,46.14,0.0,10.83,North,PayPal,Pending
100253,"March 31, 2025",Imran Malik,imran.malik@outlook.com,clothing,Denim Jacket,7,$61.54,,5.32,East,cash on delivery,Cancelled
100431,07/02/2025,Fatima Shah,fatima.shah@outlook.com,Sports & Outdoors,Camping Tent,6,$152.87,0.0,9.05,west,debit card,Cancelled
100194,2025-03-29,Hassan Butt,hassan.buttoutlook.com,Books,The Pragmatic Programmer,5,$35.45,5.0,8.57, North,cash on delivery,Completed
100798,12/01/2025,ANNA MALIK,anna.malik@yahoo.com,Electronics ,Webcam HD,1,46.7,0.0,4.52,south,paypal,Pending
100068,30-05-2025,David Iqbal,david.iqbal@gmail.com,Home&Kitchen,Blender,4,51.6,0.0,7.85,East,credit card,Cancelled
100020,"January 29, 2025",Usman Smith,usman.smith@hotmail.com,Beauty,Perfume 50ml,3,$52.10,0.0,12.15,South,Cash on Delivery,cancelled
100035,2025/01/02,john butt,john.butt@outlook.com,beauty,Shampoo 500ml,8,12.24,0.0,1.7,S,paypal,Completed
101156,2025-06-25,Bilal Iqbal,,electronics,Wireless Earbuds,3,41.86,0.0,7.09,north,paypal,Pending
101140,"March 03, 2025",Robert Davis,,Sports and Outdoors,Hiking Backpack,6,$69.59,5.0,5.06,North,PayPal,COMPLETED
101198,28/06/2025,FATIMA IQBAL,fatima.iqbal@outlook.com,home & kitchen,Air Fryer,2,101.21,0.0,6.29,,debit card,Completed
100665,2025/06/13,ROBERT KHAN,robert.khan@outlook.com,Electronics ,4K Monitor,5,295.66,15.0,8.69,NORTH,Cash on Delivery,Pending
100802,28/02/2025,Fatima Miller,fatima.miller@yahoo.com,BOOKS,Sapiens,8,18.34,0.0,6.94,S,paypal,COMPLETED
100240,"January 07, 2025",AYESHA JOHNSON,ayesha.johnson@yahoo.com,Sports & Outdoors,Cycling Helmet,3,44.49,0.0,7.96,east,credit card,Returned
101304,2025-06-17,  James Shah  ,james.shahoutlook.com,Sports & Outdoors,Cycling Helmet,,39.96,0.0,7.05,west,Debit Card,cancelled
100187,03-05-2025,Emily Miller,emily.miller@yahoo.com,Beauty,Makeup Kit,2 units,$40.58,10.0,7.74,E,credit card,Returned
100657,2025/06/19,HASSAN BUTT,hassan.butt@hotmail.com,electronics,Bluetooth Speaker,4,60.71,0.0,6.71,north,debit card,cancelled
101021,2025/02/12,MARIA DAVIS,maria.davis@yahoo.com,books,Python Crash Course,1 units,,5.0,15.42,S,cash on delivery,Pending
100980,11-03-2025,Ali Khan,ali.khan@outlook.com,Electronic,Bluetooth Speaker,1,$51.77,5.0,12.26,east,debit card,Returned
100925,2025/06/10,Kamran Johnson,kamran.johnson@hotmail.com,ELECTRONICS,Laptop Stand,4,$24.79,0.0,15.9,NORTH,cash on delivery,returned
101153,"May 18, 2025",  Laura Raza  ,laura.raza@outlook.com, Electronics,Bluetooth Speaker,,$60.30,0.0,4.05,east,Credit Card,pending
100283,2025/01/25,ZAIN SMITH,zain.smith@yahoo.com,books,Deep Work,1,$20.35,5.0,6.99,EAST,CREDIT CARD,cancelled
100431,"May 21, 2025",Hassan Smith,hassan.smith@hotmail.com, Books ,Python Crash Course,3,$32.99,0.0,8.51,EAST,credit card,completed
101062,2025/05/12,Amna Ali,amna.ali@outlook.com,Beauty ,Perfume 50ml,2,52.29,0.0,6.93,EAST,debit card,cancelled
100447,"June 19, 2025",ZAINAB JOHNSON,zainab.johnson@hotmail.com, Clothing,Winter Coat,6,$136.25,0.0,5.61,West,cash on delivery,completed
100728,"January 25, 2025",Mariam Hussain,mariam.hussain@yahoo.com,Electronic,Wireless Earbuds,2,$44.23,-10.0,2.41,S,cash on delivery,Completed
100109,2025-01-25,Usman Davis,usman.davis@outlook.com,Sports & Outdoors,Cycling Helmet,1 units,$47.62,0.0,-13.46,East,Cash on Delivery,Cancelled
101251,2025-04-02,Sana Miller,sana.miller@hotmail.com,Books,Atomic Habits,7,16.84,5.0,7.32,WEST,paypal,Cancelled
100122,30-06-2025,Amna Malik,amna.malik@yahoo.com,Sports & Outdoors,Water Bottle,,$13.24,15.0,4.82, North,PayPal,Returned
100367,2025/03/09,Sara Hussain,sara.hussain@gmail.com,Sports & Outdoors,Yoga Mat,2,26.52,0.0,9.48,west,Credit Card,Returned
100280,2025-01-18,USMAN MOORE,,Books,The Pragmatic Programmer,5,$37.11,,9.19,W,Cash on Delivery,Pending
101159,2025-02-11,imran malik,imran.malik@gmail.com, Electronics,Webcam HD,5,$48.61,0.0,6.5,E,,completed
100581,"March 21, 2025",Maria Hussain,maria.hussain@hotmail.com,clothing,Winter Coat,8,$120.66,0.0,12.43,North,debit card,completed
100016,20-01-2025,Sana Sheikh,sana.sheikh@outlook.com,books,Python Crash Course,5,28.49,5.0,10.24,E,Debit Card,Cancelled
100308,06/05/2025,Usman Sheikh,usman.sheikh@gmail.com,HOME & KITCHEN,Air Fryer,7,$94.43,10.0,359.26,West,credit card,returned
100029,2025/05/26,RABIA MALIK,rabia.malik@yahoo.com,Sports,Dumbbell Set,8,84.0,15.0,9.6,N,cash on delivery,completed
100546,16/06/2025,Michael Khan,michael.khan@hotmail.com,Home and Kitchen,Blender,,45.58,0.0,8.02,West,Debit Card,Returned
101041,2025-03-17,Michael Shah,,home & kitchen,Blender,,51.36,0.0,9.67,SOUTH,Cash on Delivery,Completed
101339,2025/05/10,Omar Anderson,,Sports,Dumbbell Set,8,90.01,5.0,-9.09,west,Debit Card,Pending
100603,2025-01-05,John Taylor,john.taylor@yahoo.com,books,Deep Work,-1,18.6,5.0,2.24,South,CREDIT CARD,Completed
101083,06/04/2025,Sarah Anderson,sarah.anderson@outlook.com,Books,Python Crash Course,4,$31.71,,3.78,West,PayPal,Cancelled
100067,2025/04/05,David Hussain,david.hussain@gmail.com,Beauty,Shampoo 500ml,8,$12.19,0.0,8.27,East,credit card,cancelled
100871,2025/05/11,John Taylor,john.taylor@hotmail.com,BEAUTY,Sunscreen SPF50,6,$15.68,0.0,5.96,S,Cash on Delivery,Completed
100392,22-01-2025,Hassan Ahmed,hassan.ahmed@hotmail.com,Clothing,Formal Shirt,5,31.65,0.0,5.01,W,CREDIT CARD,COMPLETED
101193,2025/03/29,robert thomas,robert.thomasoutlook.com,electronics,Bluetooth Speaker,1,61.92,0.0,8.24,east,Cash on Delivery,Returned
100541,18-05-2025,Usman Shah,usman.shah@yahoo.com,BOOKS,Atomic Habits,-4,$17.03,5.0,11.53,S,CREDIT CARD,pending
100587,"February 16, 2025",Laura Anderson,laura.anderson@gmail.com,Sports and Outdoors,Hiking Backpack,1 units,$77.93,0.0,8.21,SOUTH,Cash on Delivery,returned
100452,2025-06-02,Usman Butt,,BOOKS,Python Crash Course,2 units,$30.52,10.0,9.4,west,CREDIT CARD,Pending
101320,30/05/2025,Kamran Sheikh,kamran.sheikh@hotmail.com,Beauty,Shampoo 500ml,8,$12.79,0.0,6.63, North,paypal,Returned
100742,18/06/2025,Sarah Davis,sarah.davis@hotmail.com, Electronics,Bluetooth Speaker,3 units,$60.25,,4.7,West ,Cash on Delivery,returned
100974,02/06/2025,SARAH ANDERSON,,Sports & Outdoors,Camping Tent,1,$163.72,0.0,10.74,E,credit card,pending
100409,"February 03, 2025",rabia iqbal,rabia.iqbal@gmail.com,HOME & KITCHEN,Vacuum Cleaner,,166.25,0.0,9.57,N,PayPal,Returned
100132,"May 23, 2025",James Iqbal,james.iqbal@outlook.com,BEAUTY,Sunscreen SPF50,8,16.03,0.0,9.38,south,debit card,cancelled
101180,03-01-2025,ali smith,ali.smith@gmail.com,Home&Kitchen,Cookware Set,5,132.28,10.0,9.21,South,Credit Card,returned
100935,04/05/2025,Kamran Miller,kamran.miller@gmail.com,Books,Sapiens,6,20.86,0.0,5.43,E,paypal,pending
100354,2025/01/08,Ahmed Sheikh,ahmed.sheikh@yahoo.com,Sports,Water Bottle,5,13.09,0.0,8.36,West ,debit card,Pending
101020,28-05-2025,Usman Anderson,usman.anderson@gmail.com,Beauty ,Face Serum,,$22.48,15.0,5.98,West,credit card,COMPLETED
101231,08/01/2025,KAMRAN KHAN,kamran.khan@yahoo.com,Home&Kitchen,Blender,-2,45.14,,11.85,east,Credit Card,Returned
100378,10-01-2025,SANA HUSSAIN,sana.hussain@outlook.com,sports & outdoors,Cycling Helmet,7,40.27,10.0,7.21,North,credit card,Returned
100125,2025/05/13,Rabia Khan,rabia.khan@yahoo.com,Home & Kitchen,Coffee Maker,6,70.03,20.0,10.57,W,PayPal,Returned
100397,2025-05-10,faisal taylor,,electronics,Laptop Stand,3,$24.59,0.0,9.84,W,Credit Card,Cancelled
101051,2025-03-24,Sara Sheikh,sara.sheikh@gmail.com,beauty,Face Serum,8,22.84,0.0,5.67,,paypal,Completed
100669,05/06/2025,Robert Taylor,robert.taylor@hotmail.com, Books ,Atomic Habits,2,$17.36,0.0,3.79,W,PayPal,Cancelled
100517,2025/05/15,Emily Butt,emily.butt@yahoo.com,BEAUTY,Shampoo 500ml,unknown,12.23,0.0,5.83,West ,credit card,COMPLETED
101292,2025/06/23,  Bilal Iqbal  ,bilal.iqbal@outlook.com,sports & outdoors,Cycling Helmet,,42.46,,8.89,west,CREDIT CARD,pending
100289,2025/05/09,Hassan Iqbal,hassan.iqbalyahoo.com,ELECTRONICS,USB-C Hub,3,$35.58,5.0,2.19,N,paypal,cancelled
100913,"February 12, 2025",AHMED HUSSAIN,ahmed.hussain@gmail.com,Clothing,Wool Sweater,3,42.87,5.0,15.37,,cash on delivery,Returned
100162,"March 06, 2025",David Sheikh,david.sheikh@outlook.com,Home&Kitchen,Vacuum Cleaner,1,160.53,0.0,,West ,debit card,Cancelled
100922,22-04-2025,Laura Johnson,laura.johnson@outlook.com,Sports & Outdoors,Camping Tent,,$156.66,0.0,5.92,West ,cash on delivery,Returned
100053,08/01/2025,Mariam Miller,mariam.miller@hotmail.com,Electronic,Smart Watch,5,$146.25,0.0,5.1,NORTH,cash on delivery,COMPLETED
100744,08/05/2025,ANNA SMITH,anna.smith@gmail.com,BOOKS,Atomic Habits,unknown,18.85,0.0,9.46,West ,paypal,completed
100621,"May 18, 2025",Ali Brown,ali.brown@yahoo.com,home & kitchen,Vacuum Cleaner,1,163.14,0.0,9.97,NORTH,credit card,Pending
100039,"March 03, 2025",FAISAL SMITH,faisal.smith@yahoo.com,Beauty,Face Serum,6,$22.15,20.0,11.01,EAST,debit card,Cancelled
101072,09/01/2025,sana shah,sana.shah@yahoo.com,Beauty ,Shampoo 500ml,4,$11.20,0.0,14.7,S,PayPal,cancelled
100040,18-04-2025,RABIA HUSSAIN,rabia.hussain@outlook.com,Clothing,Wool Sweater,1,42.69,0.0,,,PayPal,returned
100339,"January 24, 2025",Imran Hussain,imran.hussain@gmail.com,Beauty,Face Serum,3,$24.65,5.0,3.03,SOUTH,Cash on Delivery,Cancelled
100948,"March 21, 2025",IMRAN KHAN,imran.khan@yahoo.com,Electronic,Smart Watch,5,148.73,20.0,476.86,EAST,credit card,Pending
100809,2025-04-02,nida taylor,,beauty,Perfume 50ml,3,60.78,15.0,7.95,west,PayPal,COMPLETED
101078,13-05-2025,usman shah,usman.shah@outlook.com,sports & outdoors,Cycling Helmet,8,$43.90,0.0,287.57,west,paypal,pending
100445,2025/06/12,Rabia Ahmed,rabia.ahmed@outlook.com,Home and Kitchen,Knife Set,,37.84,72.1,9.24, North,CREDIT CARD,Cancelled
100083,2025-04-21,Kamran Brown,kamran.brown@hotmail.com,clothing,Wool Sweater,8,$42.52,10.0,16.72,East,debit card,Returned
100115,2025-01-06,  Kamran Taylor  ,kamran.taylor@outlook.com, Books ,Python Crash Course,8,26.55,0.0,8.22,N,debit card,pending
101111,22/03/2025,fatima iqbal,fatima.iqbal@outlook.com,Beauty ,Makeup Kit,6,39.43,0.0,,north,cash on delivery,returned
100727,22-05-2025,Usman Thomas,usman.thomas@outlook.com,BOOKS,Atomic Habits,6,$16.28,0.0,11.06, North,credit card,COMPLETED
100640,10/02/2025,laura johnson,laura.johnson@hotmail.com,books,Python Crash Course,4,25.42,0.0,11.08,E,credit card,pending
100732,14/02/2025,Emily Malik,emily.malik@yahoo.com,Electronic,USB-C Hub,1,33.24,0.0,,South,Credit Card,Cancelled
100620,10/03/2025,KAMRAN ANDERSON,,BEAUTY,Shampoo 500ml,8,,0.0,11.13,West ,Cash on Delivery,pending
100270,"February 23, 2025",sara khan,sara.khan@yahoo.com,ELECTRONICS,Wireless Earbuds,6,$42.04,0.0,5.46,south,credit card,Returned
100881,2025/01/03,Ali Butt,ali.butt@yahoo.com,Clothing,Wool Sweater,3,$44.79,10.0,5.13,NORTH,Credit Card,cancelled
101201,2025/03/22,Ayesha Thomas,ayesha.thomas@hotmail.com, Books ,The Pragmatic Programmer,5,35.11,0.0,3.06,east,CREDIT CARD,completed
101178,29-04-2025,FAISAL IQBAL,faisal.iqbal@hotmail.com,electronics,Bluetooth Speaker,1,$55.98,0.0,7.0,WEST,cash on delivery,completed
100762,13/05/2025,Imran Anderson,imran.anderson@hotmail.com,clothing,Denim Jacket,1 units,$63.30,0.0,,W,CREDIT CARD,Completed
100869,"June 28, 2025",Laura Wilson,,Home&Kitchen,Vacuum Cleaner,1,158.42,0.0,4.01,south,paypal,Completed
100096,2025/03/11,SARAH SHAH,sarah.shah@gmail.com,sports & outdoors,Yoga Mat,,$25.56,20.0,6.59,EAST,,returned
100396,2025-03-24,fatima sheikh,fatima.sheikh@outlook.com,beauty,Face Serum,7,$23.72,0.0,3.87,S,debit card,Completed
101312,"January 15, 2025",ZAINAB IQBAL,zainab.iqbal@hotmail.com,BEAUTY,Sunscreen SPF50,1,,0.0,8.35,East,,Returned
100697,20-02-2025,Usman Ahmed,usman.ahmed@hotmail.com,Electronics,Smart Watch,7,146.48,0.0,9.4,south,credit card,Returned
100048,22/01/2025,Faisal Sheikh,faisal.sheikh@hotmail.com,sports & outdoors,Water Bottle,8,12.46,0.0,6.16,south,credit card,cancelled
100845,"March 07, 2025",Omar Brown,omar.brown@gmail.com,Clothing,Denim Jacket,7,60.72,10.0,7.48,north,Cash on Delivery,Cancelled
101074,2025/04/03,Ayesha Johnson,ayesha.johnson@yahoo.com,Books,Sapiens,3,$18.33,0.0,8.77,South,cash on delivery,pending
100153,06-01-2025,Mariam Hussain,mariam.hussain@hotmail.com,electronics,Laptop Stand,8,27.43,0.0,8.21,SOUTH,paypal,Returned
100237,2025-01-19,Ali Sheikh,ali.sheikh@hotmail.com,HOME & KITCHEN,Blender,3,49.49,0.0,7.26,E,debit card,cancelled
100054,"March 09, 2025",Rabia Butt,rabia.butt@outlook.com,Beauty ,Face Serum,1,22.16,0.0,5.54, North,cash on delivery,completed
100123,"April 03, 2025",Ahmed Malik,ahmed.malik@yahoo.com, Electronics,Laptop Stand,,$24.83,5.0,,North,Credit Card,cancelled
100451,"May 18, 2025",MICHAEL BROWN,michael.brown@yahoo.com,Sports and Outdoors,Camping Tent,,$148.09,15.0,4.12,South,debit card,cancelled
100134,"January 12, 2025",Zainab Thomas,zainab.thomas@gmail.com, Books ,Deep Work,8,,0.0,8.69,East,Cash on Delivery,Pending
100268,"April 19, 2025",  Sara Butt  ,sara.butt@outlook.com,HOME & KITCHEN,Cookware Set,-1,$133.31,5.0,2.64,SOUTH,cash on delivery,Completed
100097,24/03/2025,David Malik,david.malik@gmail.com,Beauty,Makeup Kit,5,$40.52,0.0,7.12,North,debit card,Cancelled
100220,2025/02/01,AMNA MALIK,amna.malik@hotmail.com,electronics,Bluetooth Speaker,-1,$59.47,0.0,4.69,,,completed
100041,02/01/2025,emily ali,emily.ali@hotmail.com,CLOTHING,Winter Coat,-1,128.14,0.0,9.07,West ,debit card,Completed
100026,05-01-2025,Sana Anderson,sana.anderson@outlook.com,books,Deep Work,8,20.37,10.0,5.48,East,Credit Card,Pending
100700,2025-05-23,  Kamran Hussain  ,kamran.hussain@hotmail.com,Sports & Outdoors,Dumbbell Set,-1,93.91,15.0,2.58,west,Cash on Delivery,cancelled
100800,2025-06-04,  Ayesha Ali  ,ayesha.ali@hotmail.com,books,Deep Work,4,$19.55,5.0,10.94,north,debit card,pending
100768,27-06-2025,david ahmed,david.ahmed@hotmail.com,beauty,Shampoo 500ml,3,$11.70,,-0.29,East,debit card,cancelled
